Category,pathway,kegg,subcategory
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00239,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00237,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00236,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00235,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00234,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00177,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00176,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00175,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00174,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00164,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00116,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00026,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00025,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate [PATH:map01200 map00020]",K00024,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate [PATH:map00120]",M00106,Sterol biosynthesis
Carbohydrate and lipid metabolism,"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate [PATH:map00120]",K08748,Sterol biosynthesis
Carbohydrate and lipid metabolism,"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate [PATH:map00120]",K00659,Sterol biosynthesis
Carbohydrate and lipid metabolism,D-Galacturonate degradation (bacteria) [PATH:map00040 map00030],M00631,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (bacteria) [PATH:map00040 map00030],K17463,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (bacteria) [PATH:map00040 map00030],K16850,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (bacteria) [PATH:map00040 map00030],K16849,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (bacteria) [PATH:map00040 map00030],K01812,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (bacteria) [PATH:map00040 map00030],K01685,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (bacteria) [PATH:map00040 map00030],K01625,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (bacteria) [PATH:map00040 map00030],K00874,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (bacteria) [PATH:map00040 map00030],K00041,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (fungi) [PATH:map00040],M00630,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (fungi) [PATH:map00040],K19634,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (fungi) [PATH:map00040],K18107,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (fungi) [PATH:map00040],K18106,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (fungi) [PATH:map00040],K18103,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Galacturonate degradation (fungi) [PATH:map00040],K18102,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Glucuronate degradation [PATH:map00040 map00030],M00061,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Glucuronate degradation [PATH:map00040 map00030],K17463,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Glucuronate degradation [PATH:map00040 map00030],K08323,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Glucuronate degradation [PATH:map00040 map00030],K01812,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Glucuronate degradation [PATH:map00040 map00030],K01686,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Glucuronate degradation [PATH:map00040 map00030],K01625,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Glucuronate degradation [PATH:map00040 map00030],K00874,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,D-Glucuronate degradation [PATH:map00040 map00030],K00040,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052]",M00552,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052]",K01684,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052]",K01631,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052]",K00927,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052]",K00883,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052]",K00134,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Dermatan sulfate degradation [PATH:map00531],M00076,Glycosaminoglycan metabolism
Carbohydrate and lipid metabolism,Dermatan sulfate degradation [PATH:map00531],K01217,Glycosaminoglycan metabolism
Carbohydrate and lipid metabolism,Dermatan sulfate degradation [PATH:map00531],K01197,Glycosaminoglycan metabolism
Carbohydrate and lipid metabolism,Dermatan sulfate degradation [PATH:map00531],K01195,Glycosaminoglycan metabolism
Carbohydrate and lipid metabolism,Dermatan sulfate degradation [PATH:map00531],K01136,Glycosaminoglycan metabolism
Carbohydrate and lipid metabolism,Dermatan sulfate degradation [PATH:map00531],K01135,Glycosaminoglycan metabolism
Carbohydrate and lipid metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map01200 map00030]",M00008,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map01200 map00030]",K07404,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map01200 map00030]",K01690,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map01200 map00030]",K01625,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map01200 map00030]",K01057,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map01200 map00030]",K00036,Central carbohydrate metabolism
Carbohydrate and lipid metabolism,Ergocalciferol biosynthesis [PATH:map00100],M00102,Sterol biosynthesis
Carbohydrate and lipid metabolism,Ergocalciferol biosynthesis [PATH:map00100],K09831,Sterol biosynthesis
Carbohydrate and lipid metabolism,Ergocalciferol biosynthesis [PATH:map00100],K09829,Sterol biosynthesis
Carbohydrate and lipid metabolism,Ergocalciferol biosynthesis [PATH:map00100],K00559,Sterol biosynthesis
Carbohydrate and lipid metabolism,Ergocalciferol biosynthesis [PATH:map00100],K00227,Sterol biosynthesis
Carbohydrate and lipid metabolism,Ergocalciferol biosynthesis [PATH:map00100],K00223,Sterol biosynthesis
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],M00373,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K17865,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K14451,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K14449,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K14448,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K14447,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K14446,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K08691,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K05606,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K01966,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K01965,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K01847,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K00626,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,Ethylmalonyl pathway [PATH:map01200 map00630],K00023,Other carbohydrate metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",M00083,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K16363,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K11533,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K10780,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K09458,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K02372,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K02371,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K01716,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K00668,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K00667,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K00665,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K00648,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K00647,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K00209,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K00208,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation [PATH:map01212 map00061]",K00059,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",M00415,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K15397,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10703,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10258,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10251,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10250,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10249,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10248,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10247,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10246,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10245,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10244,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10205,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, endoplasmic reticulum [PATH:map01212 map00062]",K10203,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, mitochondria [PATH:map01212 map00062]",M00085,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, mitochondria [PATH:map01212 map00062]",K07515,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, mitochondria [PATH:map01212 map00062]",K07512,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, mitochondria [PATH:map01212 map00062]",K07511,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, mitochondria [PATH:map01212 map00062]",K07509,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, mitochondria [PATH:map01212 map00062]",K07508,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, elongation, mitochondria [PATH:map01212 map00062]",K00022,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",M00082,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",K18473,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",K18472,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",K11533,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",K11263,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",K11262,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",K02160,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",K01963,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",K01962,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",K01961,Fatty acid metabolism
Carbohydrate and lipid metabolism,"Fatty acid biosynthesis, initiation [PATH:map01212 map00061]",K00668,Fatty acid metabolism
